Model_Code,c40HC
F1232RDX2Z,90
F1234RDSB,90
F1234RDSU,90
F1235RDSU,90
F1236RDS,90
F1236RDS6,90
F1236RDSA,90
F1236RDSE,90
F1236RDSG,90
F12370ND,211
F1238FDS,90
F1238FDS6,90
F1239SD,264
F1242RDS,90
F1242RDS8,90
F12470TD,159
F1247ND,223
F1247ND5,223
F1247NDPSPL,159
F1247TD,159
F1247TD5,159
F1248ND,223
F1248QD,159
F1248QDP,159
F1248QDP1,159
F1248TD,159
F12495BDSA,150
F12496NS,150
F1252FD,90
F1252FD7,90
F1252RD,90
F1252RD2,90
F1252RD27,90
F1252RD7,90
F1252RD7M,90
F1252RDM,90
F1253FDS,90
F1253FDS3,90
F1253FDSP,90
F1253FDSQ9,90
F1254FD,90
F1254FD1,90
F1254FD3,90
F1255FD,90
F1255FD1,90
F1255FD27,90
F1255FD5,90
F1255FD7,90
F1255FDC,90
F1255FDH,90
F1255FDS,90
F1255FDS27,90
F1255FDS7,90
F1255RD2,90
F1255RD27,90
F1255RDS,90
F1255RDS2,90
F1255RDS27,90
F1255RDS7,90
F12560QD,159
F1256LD,211
F1256LD1,223
F1256LDP1,223
F1256MD1,223
F1256MDP,223
F1256ND,228
F1256ND1,223
F1256NDP,223
F1256NDP1,223
F1256NDP5,223
F1256QD,159
F1256QD1,159
F1256QD5,159
F1256QDP,159
F1256QDP1,159
F1256QDP2,159
F1256QDP5,159
F1256QDT25,159
F1256TD,159
F1256TD1,159
F1257ND,228
F12580FD,90
F12589FDS,90
F1258FD,90
F1258FD2,90
F1258FD29,90
F1258FD9,90
F1258FDS5,90
F1258FDS9,90
F1258RD,90
F1258RD2,90
F1258RD24,90
F1258RD29,90
F1258RD4,90
F1258RD9,90
F1258RDS6,90
F1260QDP25,159
F1260QDT25,159
F1260RD,90
F1260RDW,90
F12610RD,90
F1261FD,90
F1261FD1,90
F1261RD,90
F1261RDW,90
F1267FDC,90
F1267FDX,90
F1267FDX2,90
F1267FDX4,90
F1267FDX4D,90
F1267FDX9,90
F1267FDY,90
F1267FDZ,90
F12682FDS,90
F12684FDS,90
F1268LD,211
F1268LD1,223
F1268QD,159
F12695RDH,150
F126F9BDS2,102
F126G1BCH2N,102
F12700WH,159
F1270RDSU,90
F1270XM,159
F1271FDS8,90
F12721WH,159
F12725SL,159
F1273ND,211
F1273ND5,223
F1273NDP,211
F1273QD,159
F1273QD3,159
F1273QD7,159
F1273QDP,159
F1273QDP23,159
F1273TD,159
F1273TD3,159
F1273TD5,159
F1273TD7,159
F1273TDP,159
F1275FD,90
F1275FD7,90
F1275FDS,90
F1275FDS7,90
F1275FDY7,90
F1275SMTW3,159
F1280CDP,223
F1280CDP2,223
F1280CDP25,223
F1280CDP5,223
F1280FD,150
F1280FDS,150
F1280ND,223
F1280ND5,223
F1280NDP2,152
F1280NDS,223
F1280NDS5,223
F1280QDS,159
F1280QDS5,159
F1280TD6,159
F1280TDS,159
F1280TDS5,159
F1280TDS7,159
F1280WDP25,144
F1281HD,223
F1281HD5,223
F1281HDC,223
F1281ND,223
F1281ND5,223
F1281TD,1152
F1281TD5,1152
F1281TDP,159
F1281TDP5,159
F1282FD,90
F1282FD8,90
F1282FD8C,90
F1282FDC,90
F1288QD,159
F1288TDP,159
F1289ND,228
F1289NDP,223
F1289NDP5,223
F1289QD,159
F1289QD5,159
F1289QDP,159
F1289QDP2,159
F1289QDP25,159
F1289QDP5,159
F1289TD,159
F1289TD1,159
F1289TD2,159
F1289TD25,159
F1289TD5,159
F1289TDP,159
F1289TDP2,159
F1289TDP5,159
F1289TDW,159
F1290QDW,159
F1291LD,211
F1291LD1,223
F1291QD,159
F1291QDP,159
F1291QDW,159
F1292LD,228
F1292MD,228
F1292MD1,228
F1292ND,211
F1292ND1,228
F1292NDP,223
F1292NDP5,223
F1292QD,159
F1292QD1,159
F1292QD5,159
F1292QDP,159
F1292QDP1,159
F1292QDP2,159
F1292QDP25,159
F1292QDP5,159
F1292TD,159
F1292TDW1,159
F12930FD,150
F1294HDS,223
F1294ND,223
F1294QD,159
F1294TD,159
F12952WH,150
F1296ADP23,102
F1296ADP24,159
F1296CD3,223
F1296CDP23,226
F1296CDP24,226
F1296CDP3,226
F1296CDS0,223
F1296CDS0X,197
F1296CDS3,223
F1296HDS0,223
F1296HDS1,223
F1296HDS3,223
F1296HDS4,223
F1296HDS8,223
F1296MD0,223
F1296ND,223
F1296ND0,223
F1296ND3,223
F1296ND4,223
F1296ND5,223
F1296NDA,225
F1296NDA3,225
F1296NDAH,225
F1296NDP23,223
F1296NDP24,223
F1296NDP3,2500
F1296NDP4,2500
F1296NDS0,223
F1296NDS1,223
F1296NDS3,223
F1296NDW3,225
F1296QD,159
F1296QD23,159
F1296QD24,159
F1296QD3,2304
F1296QD4,2304
F1296QDA,159
F1296QDP23,159
F1296QDP24,159
F1296QDP4,159
F1296QDP7,159
F1296QDPA7,159
F1296QDW3,159
F1296QDWA3,159
F1296TD,159
F1296TD23,159
F1296TD24,159
F1296TD4,159
F1296TD5,159
F1296TDA,159
F1296TDA3,159
F1296TDA5,159
F1296TDA7,161
F1296TDP23,159
F1296TDP24,159
F1296TDP3,159
F1296TDP4,159
F1296TDP7,159
F1296TDS1,159
F1296TDS3,159
F1296TDT23,159
F1296TDT24,159
F1296TDWA3,159
F1296VDT4,159
F1296WD,223
F1296WD3,223
F1296WD4,223
F1296WD5,223
F1296WDP,223
F1296WDP4,223
F1296WDS,223
F1296WDS0,223
F1296WDS1,223
F1296WDS3,223
F1296WDS5,223
F1296WDS8,223
F1298FYN,90
F1298FYN2,90
F1298FYN9,90
F1299RDS27,90
F1299RDSU7,90
F12A1FD,90
F12A1FD7,90
F12A1FY,90
F12A1FY2,90
F12A1FY5,90
F12A1FY9,90
F12A1FYP,90
F12A3FYN,90
F12A3FYN3,90
F12A5QD,159
F12A5QDT1,159
F12A5QDT5,159
F12A5TDP,159
F12A5WDL5,152
F12A8CD,223
F12A8CDP,223
F12A8CDP2,144
F12A8FD,150
F12A8FDA,150
F12A8HD,223
F12A8HD5,223
F12A8HDM2NH,211
F12A8HDS,223
F12A8HDS5,223
F12A8ND,225
F12A8NDA,225
F12A8NDA5,225
F12A8NDS,223
F12A8NDSA,225
F12A8TDA,159
F12A8TDA5,159
F12A8TDA6,159
F12A8TDSA,159
F12A9TDP3,159
F12A9TDP3S,159
F12AT,558
F12B4ND2,152
F12B4ND25,152
F12B4WDL2,152
F12B4WDL25,152
F12B4WDP2,144
F12B4WDP25,144
F12B89NDA,225
F12B8EDP21,108
F12B8MD,223
F12B8MD1,223
F12B8MDP1,223
F12B8ND,225
F12B8ND0,225
F12B8ND1,225
F12B8ND5,223
F12B8NDA,225
F12B8NDA7,225
F12B8NDL5,152
F12B8NDP,223
F12B8NDP1,223
F12B8NDP25,226
F12B8NDP5,223
F12B8NDW,225
F12B8NDW1,225
F12B8NDW5,225
F12B8QD,2304
F12B8QD0,159
F12B8QD1,159
F12B8QD5,2304
F12B8QDA,159
F12B8QDA1,159
F12B8QDA5,159
F12B8QDA7,159
F12B8QDP,159
F12B8QDP2,161
F12B8QDP25,159
F12B8QDP5,159
F12B8QDT2,159
F12B8QDT25,159
F12B8QDW,159
F12B8QDW1,159
F12B8QMSH,159
F12B8TD,159
F12B8TD1,159
F12B8TDA,159
F12B8TDA1,159
F12B8TDP,159
F12B8TDP1,159
F12B8TDP2,159
F12B8TDP25,161
F12B8TDP5,161
F12B8TDT1,159
F12B8TDT2,159
F12B8TDT25,159
F12B8TDT5,159
F12B8TDW,159
F12B8TDW1,159
F12B8TMSH,159
F12B8WDS7,223
F12B9LD,223
F12B9LDP,223
F12B9LDP2,223
F12B9LDW,225
F12B9QD,162
F12B9QDA,159
F12B9QDA5,159
F12B9QDP,159
F12B9QDW,159
F12B9QDWA,159
F12C3QD,161
F12C3QDH,161
F12C3QDP,159
F12C3QDP1,159
F12C3QDP2,159
F12CN-N,675
F12CN-U,344
F12E4FDY,90
F12E4FDY9,90
F12E5FD,90
F12E6FDY,90
F12E7FDY8,90
F12F6RDS2,90
F12F6RDS27,90
F12F6RDS7,90
F12F8ADYK7,52
F12G6NDN2H,225
F12KM,592
F12M7HDS3,223
F12M7HDS4,223
F12M7NDS0,223
F12M7NDS1,223
F12M7WDS0,223
F12M7WDS1,223
F12MK,592
F12MT,592
F12NAK,592
F12SJ,102
F12SJW,102
F12U1HBM2N,211
F12U1HBS2,223
F12U1HBS4,223
F12U1HBS6,223
F12U1HCN0,211
F12U1HCS2,223
F12U1HCS4,223
F12U1HDM0N,211
F12U1HDM1N,226
F12U1HDN5,223
F12U1TCN4,159
F12U1TCNK4,159
F12U1WDS0,211
F12U1WDS1,211
F12U1WDS5,211
F12U2HBM2N,211
F12U2HBN4,223
F12U2HBN6,211
F12U2HBS2,211
F12U2HBS4,211
F12U2HCN2,211
F12U2HCN4,223
F12U2HDM0N,211
F12U2HDM0NH,211
F12U2HDM1N,226
F12U2HDM1NH,211
F12U2HDN0,223
F12U2HDN1H,225
F12U2QDN0,159
F12U2QDN1,159
F12U2QDN5,159
F12U2QDNK1,159
F12U2QNP3W,161
F12U2QNP7S,161
F12U2TCN2,159
F12U2TDN0,159
F12U2TDN5,159
F12U2TDNK1,159
F12U2WDN0,211
F12U2WDN5,211
F12VV,150
F12VVA,161
F12VVAR,161
F12WD74SLIM,211
F12WJ,102
F12WJW,102
F12WM6TS1,225
F12WM7EN0D,211
F12WM7LN0D,211
F12WM7SLIM,225
F12WV,150
F12WVA,161
F12WVAR,150
F1303RD,90
F1305FDM,90
F1314FDS,90
F1314FDS1,90
F1314FDS2,90
F1322TD,159
F1322TD1,159
F1354FDS,90
F1354FDS1,90
F1354FDS3,90
F1355FDC9,90
F1355FDS5,90
F1355FDS7,90
F1355FDSC,90
F1355FDSC7,90
F1355FDSC9,90
F1355RDS7,90
F1368QDP,159
F1378FYN,90
F1378FYN7,90
F1385FDS3,52
F1386FDS,90
F1386FDS3,56
F1387FDS,56
F1387FDS3,56
F1389PD,150
F1390FDS,90
F1391QD,159
F1397FDYN7,90
F1397FYN,90
F1397FYN2,90
F1397FYN3,90
F1397RDYN7,90
F1399RYN,90
F1399RYN2,90
F13AMY,90
F13ARMY,90
F13BJN,108
F13BJNR,102
F13C4FNY,90
F13C4FNY7,90
F13D9FQ,144
F13D9LQ,144
F13D9MQ,144
F13D9NC,144
F13D9NK,144
F13D9NK2,144
F13D9NQ,144
F13D9NS,144
F13D9WQ,144
F13E4FD,90
F13E4FDY,90
F13E4FDY8,90
F13E4FDY9,90
F13EJN,108
F13EJNR,102
F13F6FD,90
F13F6FDY7,90
F13F7ADYK7,52
F13ROKA,90
F13SEB,90
F13SED,90
F13SEE,90
F13WJAN,108
F13WJANR,102
F1400HT1B,150
F1402FDS,150
F1402FDS3,150
F1402FDS35,150
F1402FDS5,150
F1402FDS6,150
F1402FDS9,150
F14030RD,150
F1403AD,159
F1403AD5,159
F1403FD,150
F1403FD3,150
F1403FD35,150
F1403FD39,150
F1403FD5,150
F1403FD6,150
F1403FD9,150
F1403FDD,150
F1403FDF,150
F1403FDS,150
F1403FDS2,150
F1403FDS3,150
F1403FDS35,150
F1403FDS36,150
F1403FDS5,150
F1403FDS6,150
F1403FDSP,150
F1403RD,150
F1403RD1,150
F1403RD3,150
F1403RD35,150
F1403RD5,150
F1403RD6,150
F1403RD9,150
F1403RDS,150
F1403RDS25,150
F1403RDS26,150
F1403RDS29,150
F1403RDS3,150
F1403RDS35,150
F1403RDS36,150
F1403RDS5,150
F1403RDS6,150
F1403RDTG,150
F1403RDW,150
F1403TD,159
F1403TD2,159
F1403TD25,159
F1403TD3,159
F1403TD5,159
F1403TDD,159
F1403TDF,159
F1403TDS,159
F1403TDS3,159
F1403TDS35,159
F1403TDS36,159
F1403TDS5,159
F1403TDS5D,159
F1403TDS6,159
F1403TDS6D,159
F1403YD,150
F1403YD2,150
F1403YD25,150
F1403YD26,150
F1403YD5,150
F1403YD6,150
F1405RDT,90
F1406TDS,162
F1406TDS5,162
F1406TDS6,162
F1406TDSA,162
F1406TDSB,159
F1406TDSE,159
F1406TDSP,162
F1406TDSP5,162
F1406TDSP6,162
F1406TDSPA,159
F1406TDSPE,159
F1406TDSPU,159
F1406TDSU,159
F14073TDPU,159
F14076TDP,159
F1407ADSP,159
F1407ADSP5,159
F1407ADSP6,159
F1407ADSPA,159
F1407ADSPE,159
F1407NMPW,159
F1407TDP6,159
F1407TDP9,159
F1407TDPB,159
F1407TDPU,159
F1407TDS,159
F1407TDS5,159
F1407TDS6,159
F1407TDSP5,159
F1407TDSP6,159
F1407TDSP7,159
F1407TDSP9,159
F1407TDSPU,159
F1408DC3W,162
F1408DM2W1,159
F1408DMTW2,161
F1408NC3L,162
F1408NC3W,162
F1408NM2W,159
F1408NPRL,159
F1408SMTW2,159
F14095S,162
F1409DPRW,162
F1409DPRW1,159
F1409HPPV,162
F1409NPPW,162
F1409NPRE,162
F1409NPRL,159
F1409NPRW,162
F1409QDS,159
F1409SW,162
F1409SWE,162
F1409TDS,162
F1409TDS5,162
F1410DPRE,150
F1410FD,150
F1410FD5,150
F1410HPRW,150
F1410RD,150
F1410RD5,150
F1410SPRE,150
F1410SPRW,150
F1411KD,150
F1411TDP,159
F1412KG,150
F1412RD,150
F1412RDS,150
F14164WH,150
F1419TD,159
F1421TD5,159
F1422QD,159
F1422TD,159
F1422TD5,159
F14436IXS,150
F1443KD,150
F1443KD1,150
F1443KD25,150
F1443KD5,150
F1443KD6,150
F1443KD7,150
F1443KDS,150
F1443KDS2,150
F1443KDS6,150
F1443KDS7,150
F1443KDS9,150
F1443KDZ,150
F1443KDZ6,150
F1443KDZ7,150
F1446ADSP,159
F1446TDP6,159
F14470TD,159
F14475TD,159
F1447TD,159
F1447TD01,159
F1447TD1,159
F1447TD11,159
F1447TD21,159
F1447TD5,159
F1447TD51,159
F1447TD8,159
F1447TD85,159
F1448QDP,159
F1448QDP1,159
F1448TD,159
F1448TDP,159
F1448TDP1,159
F1448TDP3,159
F1450DPRE,150
F1450DPRW,150
F1450HPRB,150
F1450HT1L,150
F1450HT1W,150
F1450SPRE,150
F1450ST1V,150
F1450ST1W,150
F14560QD,159
F1456QD,159
F1456QD1,159
F1456QD5,159
F1456QDP,159
F1459FDS,90
F1459FDS3,90
F1468QDP,159
F1468QDP1,159
F14710WH,159
F14721WH,159
F14732WH,159
F14733WH,159
F1473QD,159
F1473QD3,159
F1473QDP,159
F1475NMPW,159
F1476FDS,90
F1476FDS2,90
F1476FDSK3,90
F1478PRO,159
F1479FDS,150
F1479FDS5,150
F1479FDS6,150
F147M2B,159
F147M2D,159
F147MPRB,159
F147MPRN,159
F147PR3D,159
F147T,159
F147W2D,159
F147W2DB,159
F1480ADP,159
F1480ADP5,159
F1480FD,150
F1480FD2,150
F1480FD5,150
F1480FD6,150
F1480FD9,150
F1480FDS,150
F1480FDS25,150
F1480FDS5,150
F1480FDS6,150
F1480QDS,159
F1480QDSP,159
F1480RD,150
F1480RD26,150
F1480RD5,150
F1480RD6,150
F1480RDS,150
F1480RDS2,150
F1480RDS25,150
F1480RDS29,150
F1480RDS5,150
F1480RDS6,150
F1480RDS7,150
F1480TD5,159
F1480TD6,159
F1480TD7,159
F1480TDP,159
F1480TDP25,102
F1480TDP5,159
F1480TDS,159
F1480TDS25,159
F1480TDS5,159
F1480TDS6,159
F1480TDSP,159
F1480YD,150
F1480YD2,150
F1480YD25,150
F1480YD5,150
F1480YD6,150
F1481QD,159
F1481QDP,159
F1481TD,1152
F1481TD25,159
F1481TD5,288
F1481TDP,159
F1481TDP2,159
F1481TDP25,159
F1481TDP5,159
F148452WH,150
F14853WHS,159
F1485FDP,159
F1485M2,161
F1485RD,159
F1489AD,159
F1489QD,159
F1489QD5,159
F1489QDB,159
F1489QDB4,159
F1489QDP,159
F1489QDP4,159
F1489TD,159
F1489TD2,159
F1489TD25,159
F1489TD5,159
F1489TDP,159
F1489TDP2,159
F1489TDP25,159
F1489TDP5,159
F148M2R,159
F148PR2D,159
F148T,159
F1491QD,159
F1491QDB,159
F1492PTD,159
F1492QD,159
F1492QD1,159
F1492TD,159
F1492TDW,159
F14934DS,150
F14936FD,150
F14942WH,150
F1494QD,159
F1494TD,159
F14952WHS,150
F14953WHS,150
F1495BD,150
F1495BD2,150
F1495BD5,150
F1495BD7,150
F1495BDA,150
F1495BDA7,150
F1495BDM7,150
F1495BDN2H,150
F1495BDS,150
F1495BDS27,150
F1495BDS7,150
F1495BDS9,150
F1495BDSA,150
F1495BDSA7,150
F1495BDSK6,150
F1495KD,150
F1495KD6,150
F1495KDS,150
F1495KDS6,150
F1495KDS7,150
F1496AD,161
F1496AD1,159
F1496AD3,161
F1496AD4,159
F1496AD5,159
F1496ADH,159
F1496ADH3,159
F1496ADHP3,159
F1496ADP23,161
F1496ADP24,161
F1496ADP3,162
F1496ADP4,161
F1496ADP7,162
F1496ADS3,159
F1496ADT23,159
F1496ADT24,159
F1496ADT3,159
F1496ADT4,159
F1496QD,159
F1496QD1,159
F1496QD1H,159
F1496QD3,159
F1496QD3H,159
F1496QD3HT,161
F1496QD3HT1,161
F1496QD7,159
F1496QDA3,159
F1496QDW3,159
F1496TD,159
F1496TD23,159
F1496TD24,159
F1496TD3,2304
F1496TD4,2304
F1496TDA,159
F1496TDA1H,159
F1496TDA3,159
F1496TDA3H,159
F1496TDA8H,159
F1496TDP,159
F1496TDP23,159
F1496TDP24,159
F1496TDP3,159
F1496TDP4,159
F1496TDT23,159
F1496TDT24,159
F1496TDT4,159
F1496TDWA3,159
F1496VD,159
F1496VD3,159
F1496VDP24,159
F1496VDP4,159
F1496ZD23,159
F1496ZD24,159
F1498TD,159
F1499FYN,90
F1499FYN2,90
F149T,159
F14A7FDS,159
F14A7FDS5,159
F14A7FDS6,159
F14A7FDSA,150
F14A7FDSA5,150
F14A7FDSA6,150
F14A82WHS,150
F14A8ADP,159
F14A8FD,150
F14A8FD2,150
F14A8FD25,150
F14A8FD27,150
F14A8FD5,150
F14A8FD6,159
F14A8FD7,150
F14A8FDA,150
F14A8FDA6,150
F14A8FDA7,150
F14A8FDH2NH,150
F14A8FDS,150
F14A8FDS25,150
F14A8FDS5,150
F14A8FDS7,150
F14A8FDSA,1152
F14A8FDSA5,1152
F14A8GD,150
F14A8JD,150
F14A8JDH2NH,150
F14A8JDS,150
F14A8JDS2H,150
F14A8QDA,159
F14A8QDA5,159
F14A8QDA7,159
F14A8QDSA,159
F14A8RD,150
F14A8RD2,150
F14A8RD25,150
F14A8RD5,150
F14A8RD6,150
F14A8RD7,150
F14A8RDH,150
F14A8RDS,150
F14A8RDS2,150
F14A8RDS25,150
F14A8RDS27,150
F14A8RDS29,150
F14A8RDS5,150
F14A8RDS6,150
F14A8RDS7,150
F14A8TD,159
F14A8TD5,159
F14A8TDA,159
F14A8TDA1,159
F14A8TDA3,159
F14A8TDA5,159
F14A8TDA6,159
F14A8TDA7,159
F14A8TDH2NH,161
F14A8TDN,159
F14A8TDN2H,159
F14A8TDP,159
F14A8TDP25,102
F14A8TDS,159
F14A8TDS25,159
F14A8TDS26,159
F14A8TDS5,159
F14A8TDSA,159
F14A8TDSA5,159
F14A8TDSA6,159
F14A8YD,150
F14A8YD2,159
F14A8YD25,150
F14A8YD5,150
F14A8YD6,150
F14A8YD7,150
F14A8YDH,150
F14A8YDH5,150
F14AW0S2,150
F14AW7,159
F14AW7S,159
F14AW8S,159
F14AW9S2,159
F14B3PDS,211
F14B3PDS7,211
F14B8CHROM,159
F14B8QD,159
F14B8QD1,159
F14B8QDA,159
F14B8QDA0H,159
F14B8QDA1,159
F14B8QDA1H,159
F14B8QDA5,159
F14B8QDA7,159
F14B8QDAH,159
F14B8SAT,159
F14B8SATA,159
F14B8TD,159
F14B8TDA,180
F14B8TDA1,159
F14B8TDA7,159
F14B8TDA7H,159
F14B8TDN1,159
F14B8TDP2,159
F14B8TDP25,159
F14B8TDW1,159
F14B9QD,159
F14B9QDA,159
F14B9QDN,159
F14B9TDN,159
F14D1ADSK3,90
F14D1ADSK7,90
F14E9CDYK3,90
F14F1CAYK7,84
F14F1FNY,90
F14G1GWHS,150
F14G6TDM2NE,161
F14G6TDM2NH,159
F14G6TDN2H,159
F14G6TDY2H,159
F14G7QDN0H,159
F14J62WHS,150
F14J71WHS,150
F14J72WHS,150
F14J72WHST,150
F14J82IXS,150
F14J82WHS,150
F14J82WHST,150
F14R15WHS,161
F14R30WHSA,161
F14R31WHSA,161
F14R33WH,161
F14R33WHS,161
F14R35MBS,161
F14R35WHS,161
F14R50WHS,161
F14R76BSTA,161
F14R76PLST,161
F14R78WSTA,161
F14U1FCH2N,150
F14U1FCHK2N,150
F14U1FCN2,150
F14U1FCN8,150
F14U1FCNK2,150
F14U1FCNK8,150
F14U1JBH2N,150
F14U1JBH6NH,150
F14U1JBHK2N,159
F14U1JBS2,150
F14U1JBS6,150
F14U1JBS6H,150
F14U1JBS8,150
F14U1JBSK2,150
F14U1JBSK4,150
F14U1JBSK6,150
F14U1QBS2,159
F14U1QBSK2,159
F14U1QCN2,159
F14U1QDN0,159
F14U1QDN1,159
F14U1QDNK1,159
F14U1QDNK5,159
F14U1TBS2,159
F14U1TBS2H,159
F14U1TBS4,159
F14U1TBSK2,159
F14U1TBSK4,159
F14U1TBSK8,159
F14U1TCN2,159
F14U1TCN6,159
F14U1TCNK2,1152
F14U1TCNK4,1152
F14U1TCNK6,159
F14U1TCNK8,159
F14U1TDH0N,159
F14U1TDNK0,159
F14U2FCNK2,159
F14U2JBSK2,150
F14U2QCN0,159
F14U2QCN2,159
F14U2QCN2H,159
F14U2QCNK2,159
F14U2QCNW0,159
F14U2QDN0,159
F14U2QDN1,159
F14U2QDN1H,159
F14U2QDNK1,159
F14U2TBS2,159
F14U2TBS4,159
F14U2TCN2,159
F14U2TCN2H,159
F14U2TCN6,159
F14U2TCN8,159
F14U2TCNK1,159
F14U2TCNK2,159
F14U2TCNK8,159
F14U2TDH0N,159
F14U2TDH1N,162
F14U2TDH1NH,161
F14U2TDHP1N,159
F14U2TDHP2N,159
F14U2TDHP4N,159
F14U2TDHP5N,159
F14U2TDN0,159
F14U2TDN0H,159
F14U2TDN1,159
F14U2TDN1H,159
F14U2TDN5,159
F14U2TDNK0,159
F14U2TDNK1,159
F14U2TDNP0,159
F14U2V9KG,161
F14U2VCN2H,159
F14U2VDH2NH,161
F14U2VDN1H,159
F14U2WDS85,161
F14V33WHS,161
F14V50WHS,161
F14V51WHSA,161
F14V52IXS,161
F14V71WHS,161
F14V71WHST,161
F14V71WSTA,161
F14V72BSTA,161
F14V72ISTA,161
F14V72WHS,161
F14V92BS,161
F14V92WHS,161
F14W7QDN1H,159
F14W8TDN0H,159
F14WD107TH6,150
F14WD84EN0,159
F14WD84TN2,159
F14WD85EH1,161
F14WD85EN0,159
F14WD85TN1,161
F14WD85TN1E,159
F14WD95EN0,159
F14WD95EN0E,159
F14WD95TN2,159
F14WD95TS1,159
F14WD96EH1,150
F14WD96TH2,150
F14WM10ATS1,150
F14WM10ES0,150
F14WM10GT,150
F14WM10TT2,150
F14WM10TT6,150
F14WM12GT,102
F14WM7EN0,161
F14WM7EN0E,159
F14WM7KN1,159
F14WM7KS1,159
F14WM7KS1E,159
F14WM7LN0,159
F14WM7LN0E,159
F14WM7TS1,159
F14WM7TS2,159
F14WM8CN1,161
F14WM8EN0,159
F14WM8KG,161
F14WM8KGE,161
F14WM8KN1,161
F14WM8LN0,159
F14WM8LN0E,159
F14WM8MC0,161
F14WM8MC0E,161
F14WM8P5KG,159
F14WM8SMART,159
F14WM8TN2,159
F14WM8TN4,159
F14WM8TS1,159
F14WM8TS2,159
F14WM8TT1,159
F14WM9EN0,159
F14WM9EN0E,159
F14WM9GS,159
F14WM9KG,159
F14WM9KS1,159
F14WM9TS1,159
F14WM9TS2,159
F14WM9TT2,159
F14X56BMST,161
F14X56BWST,161
F14X56WHST,161
F14X58BWST,161
F14X58WHST,161
F14X71WHST,161
F14X71WSTA,161
F14X76BMST,161
F14X76BSTA,161
F14X76WHST,161
F14X91WSTA,161
F1508ERD,90
F1508ERDS,90
F151258RD29,90
F1580RD,161
F15KQAP,94
F15L9DGD,94
F15SBC,52
F15SBD,52
F15SEC,56
F15SQA,94
F15SQAP,94
F15SQT,94
F15WQA,94
F15WQT,94
F15WQWP,94
F1607BD,212
F1607BDE,212
F1607WD,212
F1607WDE,212
F1608BD,162
F1608WD,162
F16105S,162
F16105SBD,161
F16105SBDE,161
F16105SE,162
F16105SWD,161
F16105SWDE,161
F16107WD,162
F16107WDE,162
F1612DBGE,150
F1612SBS,161
F1612SBSE,161
F1612WD,150
F1612WT,161
F1612WTE,161
F1619GD,150
F1622GD,150
F1622GD5,150
F1630SA2N3A,3840
F1630SA2N3B,3840
F1640SA2N3A,3840
F1640SA2N3B,3840
F1647GD5,159
F164R33WRS,161
F164R50WRS,161
F164R51WRS,161
F164R78BSTA,161
F164R78WSTA,161
F164X71WSTA,159
F164X76BSTA,161
F16722WH,150
F16725SL,150
F1681TD,159
F1681TD5,159
F168PR2D,159
F1695BDH2NH,150
F1695RD,150
F1695RDH,159
F1695RDH2,150
F1695RDH27,150
F1695RDH7,150
F1696SWD,161
F1696SWDE,162
F16F9BDH2NH,102
F16F9BDS2H,102
F16V76WSTAE,161
F16V92BST,161
F16V92WHST,161
F16V92WSTA,161
F16WD128GH,102
F1710CV,90
F171K2CS2W,90
F171P1CY2W,90
F1730SA2N3B,3840
F1730SA2S3A,3840
F1730SA2S3B,3840
F1740SA2N3B,3840
F1740SA2S3A,3840
F1740SA2S3B,3840
F174513WRH,150
F174J82WRH,159
F174J82WRHT,150
F174V71WSTA,161
F174V72BSTA,161
F174V92BSTA,161
F174V92WRH,161
F17BEE,56
F17CTP,94
F17HTP,94
F17ITP,94
F17NTP,94
F17ROKA,56
F17SDD,56
F17SED,56
F17SEE,56
F17VDAP,90
F17VDAU,90
F17WDAP,90
F17WDAU,90
F17WDBP,90
F17WDBU,90
F1804RD,90
F1809VRD,90
F18CN-N,682
F18CN-U,344
F18HN-N,682
F18HN-U,186
F18L2CRV2T2,90
F18VDP,90
F18VDU,90
F18WDAP,90
F18WDAU,90
F18WDSP,90
F18WDSU,90
F19VDSP,90
F19VDU,90
F19WDBU,90
F19WDLP,90
F19WDLPR,90
F19WDU,90
F19WDWP,90
F19WDWPR,90
F1K2CH2T,90
F1K2CHK2T,90
F1K2CN4WC,90
F1K2CNV2WT,90
F1K2CNV4WTC,90
F1K2CS2T,90
F1K2CS2W,90
F1K2CSV2TT,90
F1K2CSV2WT,90
F1P1CN4WC,90
F1P1CY2T,90
F1P1CY2W,90
F2004RDT,90
F2008WE,161
F2009VRD,90
F2009WE,161
F2010NDP1,223
F2011VRDS,90
F20L2CRV2E2,90
F214WT8GRBE,51
F214WT8NVWH,51
F214WT8PB,51
F214WT8WH,51
F21KDLP,90
F21VDA,90
F21VDAP,90
F21VDLP,90
F21VDSK,90
F21VDSKR,90
F21VDSP,90
F21VDU,90
F21WDLP,90
F21WDLPR,90
F21WDSP,90
F21WDSPR,90
F21WDU,90
F21WDWP,90
F2213VRDSTT,84
F2435RB1141,1188
F2435RB1S41,1188
F2435TA2142,972
F2435TA2S42,972
F2435TB1111,972
F2435TB1S41,972
F2440RB1141,1188
F2440RB1S41,1188
F2440TA2142,972
F2440TA2S42,972
F2440TB1111,972
F2440TB1S41,972
F24872WH,150
F24873WHS,150
F24950WH,150
F24953WHS,150
F24962WH,150
F24963WHS,150
F24CN-N,682
F24CN-U,186
F24F93EWHS,102
F24G1GWHS,102
F24HN-N,682
F24HN-U,186
F24V30WHS,150
F24V92BSTA,150
